Facility ID,Facility Name,Address,City/Town,State,ZIP Code,County/Parish,Telephone Number,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for birthing friendly designation,Hospital overall rating,Hospital overall rating footnote,MORT Group Measure Count,Count of Facility MORT Measures,Count of MORT Measures Better,Count of MORT Measures No Different,Count of MORT Measures Worse,MORT Group Footnote,Safety Group Measure Count,Count of Facility Safety Measures,Count of Safety Measures Better,Count of Safety Measures No Different,Count of Safety Measures Worse,Safety Group Footnote,READM Group Measure Count,Count of Facility READM Measures,Count of READM Measures Better,Count of READM Measures No Different,Count of READM Measures Worse,READM Group Footnote,Pt Exp Group Measure Count,Count of Facility Pt Exp Measures,Pt Exp Group Footnote,TE Group Measure Count,Count of Facility TE Measures,TE Group Footnote,latitude,longitude,geocode_quality
261301,ELLETT MEMORIAL HOSPITAL,610 N OHIO STREET,APPLETON CITY,MO,64724,ST. CLAIR,(660) 476-2111,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16.0,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,5.0,12,4,,38.38516302104519,-93.79275002978282,county_approximate
261302,MADISON MEDICAL CENTER,611 W MAIN ST,FREDERICKTOWN,MO,63645,MADISON,(573) 781-3341,Critical Access Hospitals,Voluntary non-profit - Other,Yes,,Not Available,16.0,7,1,0,0,1,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,8,Not Available,5.0,12,4,,38.38516302104519,-93.79275002978282,county_approximate
261303,COMMUNITY HOSPITAL ASSOCIATION,"26136 US HIGHWAY 59, PO BOX 107",FAIRFAX,MO,64446,ATCHISON,(660) 686-2211,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,4,,7,3,0,3,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,4,0,4,0,,8,Not Available,5.0,12,6,,38.38516302104519,-93.79275002978282,county_approximate
261305,PUTNAM COUNTY MEMORIAL HOSPITAL,"1926 OAK STREET,  PO BOX 389",UNIONVILLE,MO,63565,PUTNAM,(660) 947-2411,Critical Access Hospitals,Government - Local,Yes,,Not Available,16.0,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,2,0,2,0,,8,Not Available,5.0,12,4,,38.38516302104519,-93.79275002978282,county_approximate
261306,SULLIVAN COUNTY MEMORIAL HOSPITAL,630 WEST THIRD STREET,MILAN,MO,63556,SULLIVAN,(660) 265-4212,Critical Access Hospitals,Government - Local,Yes,,Not Available,16.0,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,1,0,1,0,,8,Not Available,5.0,12,3,,38.38516302104519,-93.79275002978282,county_approximate
261307,PERSHING MEMORIAL HOSPITAL,130 EAST LOCKLING,BROOKFIELD,MO,64628,LINN,(660) 258-2222,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16.0,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,8,Not Available,5.0,12,6,,38.38516302104519,-93.79275002978282,county_approximate
261308,WASHINGTON COUNTY MEMORIAL HOSPITAL,300 HEALTH WAY,POTOSI,MO,63664,WASHINGTON,(573) 438-5451,Critical Access Hospitals,Government - Local,Yes,,Not Available,16.0,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,2,0,2,0,,8,Not Available,5.0,12,5,,38.38516302104519,-93.79275002978282,county_approximate
261309,WRIGHT MEMORIAL HOSPITAL,191 IOWA BOULEVARD,TRENTON,MO,64683,GRUNDY,(660) 359-5621,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16.0,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,1,2,0,,8,Not Available,5.0,12,6,,38.38516302104519,-93.79275002978282,county_approximate
261310,SCOTLAND COUNTY  HOSPITAL,450 E SIGLER AVENUE,MEMPHIS,MO,63555,SCOTLAND,(660) 465-8511,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16.0,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,4,0,4,0,,8,Not Available,5.0,12,3,,38.38516302104519,-93.79275002978282,county_approximate
261311,MERCY HOSPITAL PERRY,434 NORTH WEST STREET,PERRYVILLE,MO,63775,PERRY,(573) 547-2536,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,3,,7,3,0,2,1,,8,2,0,2,0,,11,9,0,9,0,,8,8,,12,7,,38.38516302104519,-93.79275002978282,county_approximate
261312,HARRISON COUNTY COMMUNITY HOSPITAL,2600 MILLER STREET,BETHANY,MO,64424,HARRISON,(660) 425-2211,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16.0,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,8,Not Available,5.0,12,5,,38.38516302104519,-93.79275002978282,county_approximate
261313,MACON COUNTY SAMARITAN MEMORIAL HOSPITAL,1205 NORTH MISSOURI ST,MACON,MO,63552,MACON,(660) 385-8700,Critical Access Hospitals,Government - Local,Yes,,Not Available,16.0,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,8,Not Available,5.0,12,3,,38.38516302104519,-93.79275002978282,county_approximate
261314,HERMANN AREA DISTRICT HOSPITAL,509 W 18TH ST,HERMANN,MO,65041,GASCONADE,(573) 486-2191,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16.0,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,8,Not Available,5.0,12,3,,38.38516302104519,-93.79275002978282,county_approximate
261316,MERCY HOSPITAL AURORA,500 PORTER AVENUE,AURORA,MO,65605,LAWRENCE,(417) 678-2122,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Y,Not Available,16.0,7,1,0,0,1,,8,1,0,1,0,,11,3,0,3,0,,8,8,,12,8,,38.38516302104519,-93.79275002978282,county_approximate
261317,MERCY HOSPITAL - CASSVILLE,94 MAIN STREET,CASSVILLE,MO,65625,BARRY,(417) 847-6065,Critical Access Hospitals,Voluntary non-profit - Church,Yes,,Not Available,16.0,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,8,Not Available,5.0,12,7,,38.38516302104519,-93.79275002978282,county_approximate
261318,SALEM MEMORIAL DISTRICT HOSPITAL,"PO BOX 774,",SALEM,MO,65560,DENT,(573) 729-6626,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,4,,7,3,0,3,0,,8,1,0,1,0,,11,6,0,6,0,,8,Not Available,5.0,12,5,,38.38516302104519,-93.79275002978282,county_approximate
261319,MERCY HOSPITAL LINCOLN,1000 EAST CHERRY STREET,TROY,MO,63379,LINCOLN,(636) 528-8551,Critical Access Hospitals,Government - Local,Yes,,Not Available,16.0,7,1,0,1,0,,8,1,0,1,0,,11,3,0,3,0,,8,8,,12,8,,38.38516302104519,-93.79275002978282,county_approximate
261320,LAFAYETTE REGIONAL HEALTH CENTER,1500 STATE STREET,LEXINGTON,MO,64067,LAFAYETTE,(660) 259-2203,Critical Access Hospitals,Proprietary,Yes,,Not Available,16.0,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,4,0,4,0,,8,8,,12,8,,38.38516302104519,-93.79275002978282,county_approximate
261321,HEDRICK MEDICAL CENTER,2799 NORTH WASHINGTON STREET,CHILLICOTHE,MO,64601,LIVINGSTON,(660) 646-1480,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,5,,7,3,0,3,0,,8,1,0,1,0,,11,5,0,5,0,,8,8,,12,10,,38.38516302104519,-93.79275002978282,county_approximate
261322,EXCELSIOR SPRINGS HOSPITAL,1700 RAINBOW BOULEVARD,EXCELSIOR SPRINGS,MO,64024,CLAY,(816) 630-6081,Critical Access Hospitals,Government - Local,Yes,,Not Available,16.0,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,2,0,2,0,,8,Not Available,5.0,12,5,,38.38516302104519,-93.79275002978282,county_approximate
261323,CEDAR COUNTY MEMORIAL HOSPITAL,1401 SOUTH PARK STREET,EL DORADO SPRINGS,MO,64744,CEDAR,(417) 876-2511,Critical Access Hospitals,Government - Local,Yes,,Not Available,16.0,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,2,0,2,0,,8,Not Available,5.0,12,5,,38.38516302104519,-93.79275002978282,county_approximate
261324,CASS REGIONAL MEDICAL CENTER,2800 E ROCK HAVEN ROAD,HARRISONVILLE,MO,64701,CASS,(816) 380-5888,Critical Access Hospitals,Government - Local,Yes,,Not Available,16.0,7,2,0,2,0,,8,1,0,1,0,,11,7,0,7,0,,8,8,,12,7,,38.38516302104519,-93.79275002978282,county_approximate
261325,COX BARTON COUNTY HOSPITAL,29 NW 1ST LANE,LAMAR,MO,64759,BARTON,(417) 682-6081,Critical Access Hospitals,Government - Local,Yes,,Not Available,16.0,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,4,1,3,0,,8,8,,12,6,,38.38516302104519,-93.79275002978282,county_approximate
261327,RAY COUNTY MEMORIAL HOSPITAL,904 WOLLARD BOULEVARD,RICHMOND,MO,64085,RAY,(816) 470-5432,Critical Access Hospitals,Government - Local,Yes,,Not Available,16.0,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,2,0,2,0,,8,Not Available,5.0,12,4,,38.38516302104519,-93.79275002978282,county_approximate
261328,MOSAIC MEDICAL CENTER ALBANY,705 N COLLEGE STREET,ALBANY,MO,64402,GENTRY,(660) 726-3941,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16.0,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,2,0,2,0,,8,Not Available,5.0,12,4,,38.38516302104519,-93.79275002978282,county_approximate
261329,COX MONETT HOSPITAL,1000 E US HIGHWAY 60,MONETT,MO,65708,BARRY,(417) 354-1400,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,16.0,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,4,0,4,0,,8,8,,12,7,,38.38516302104519,-93.79275002978282,county_approximate
261330,STE GENEVIEVE COUNTY MEMORIAL HOSPITAL,"800 STE GENEVIEVE DRIVE, PO BOX 468",SAINTE GENEVIEVE,MO,63670,STE. GENEVIEVE,(573) 883-2751,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,Not Available,16.0,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,7,0,7,0,,8,8,,12,6,,38.38516302104519,-93.79275002978282,county_approximate
261331,FREEMAN NEOSHO HOSPITAL,113 WEST HICKORY STREET,NEOSHO,MO,64850,NEWTON,(417) 451-1234,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16.0,7,2,0,2,0,,8,1,0,1,0,,11,4,0,4,0,,8,8,,12,8,,38.38516302104519,-93.79275002978282,county_approximate
261332,CARROLL COUNTY MEMORIAL HOSPITAL,1502 NORTH JEFFERSON,CARROLLTON,MO,64633,CARROLL,(660) 542-1695,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16.0,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,4,0,4,0,,8,Not Available,5.0,12,8,,38.38516302104519,-93.79275002978282,county_approximate
261333,PIKE COUNTY MEMORIAL HOSPITAL,2305 WEST GEORGIA STREET,LOUISIANA,MO,63353,PIKE,(573) 754-5531,Critical Access Hospitals,Government - Local,Yes,,Not Available,16.0,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,3,0,3,0,,8,Not Available,5.0,12,8,,38.38516302104519,-93.79275002978282,county_approximate
261335,MERCY ST FRANCIS HOSPITAL,"100 WEST HIGHWAY 60, PO BOX 82",MOUNTAIN VIEW,MO,65548,HOWELL,(417) 934-7000,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16.0,7,Not Available,Not Available,Not Available,Not Available,5.0,8,Not Available,Not Available,Not Available,Not Available,5.0,11,2,0,2,0,,8,Not Available,5.0,12,6,,38.38516302104519,-93.79275002978282,county_approximate
261336,IRON COUNTY MEDICAL CENTER,301 NORTH HIGHWAY 21,PILOT KNOB,MO,63663,IRON,(573) 546-1260,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16.0,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5.0,11,2,0,2,0,,8,Not Available,5.0,12,4,,38.38516302104519,-93.79275002978282,county_approximate
261337,MISSOURI BAPTIST SULLIVAN HOSPITAL,751 SAPPINGTON BRIDGE RD,SULLIVAN,MO,63080,FRANKLIN,(573) 468-4186,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,2,,7,3,0,3,0,,8,1,0,1,0,,11,5,0,5,0,,8,8,,12,10,,38.38516302104519,-93.79275002978282,county_approximate
261338,MERCY HOSPITAL CARTHAGE,3125 DR RUSSELL SMITH WAY,CARTHAGE,MO,64836,JASPER,(417) 358-8121,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16.0,7,2,0,2,0,,8,2,0,2,0,,11,5,0,5,0,,8,8,,12,7,,38.38516302104519,-93.79275002978282,county_approximate
263301,ST LOUIS CHILDRENS HOSPITAL,ONE CHILDRENS PLACE,SAINT LOUIS,MO,63110,ST. LOUIS CITY,(314) 454-6000,Childrens,Voluntary non-profit - Other,Yes,,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0,38.38516302104519,-93.79275002978282,county_approximate
263302,THE CHILDREN'S MERCY HOSPITAL,2401 GILLHAM ROAD,KANSAS CITY,MO,64108,JACKSON,(816) 234-3000,Childrens,Voluntary non-profit - Private,Yes,,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0,38.38516302104519,-93.79275002978282,county_approximate
263303,RANKEN JORDAN PEDIATRIC BRIDGE HOSPITAL,11365 DORSETT ROAD,MARYLAND HEIGHTS,MO,63043,ST. LOUIS,(314) 872-6400,Childrens,Voluntary non-profit - Other,No,,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0,38.38516302104519,-93.79275002978282,county_approximate
263304,SHRINERS HOSPITALS FOR CHILDREN,4400 CLAYTON AVE,SAINT LOUIS,MO,63110,ST. LOUIS CITY,(314) 432-3600,Childrens,Voluntary non-profit - Private,No,,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0,38.38516302104519,-93.79275002978282,county_approximate
264004,CENTER FOR BEHAVIORAL MEDICINE,600 EAST 5TH STREET,FULTON,MO,65251,CALLAWAY,(573) 592-4100,Psychiatric,Government - State,No,,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0,38.38516302104519,-93.79275002978282,county_approximate
264005,SOUTHEAST MISSOURI MENTAL HLTH CTR,1010 WEST COLUMBIA STREET,FARMINGTON,MO,63640,ST. FRANCOIS,(573) 218-6792,Psychiatric,Government - State,No,,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0,38.38516302104519,-93.79275002978282,county_approximate
264007,NORTHWEST MISSOURI PSYCHIATRIC REHAB CTR,3505 FREDERICK AVENUE,SAINT JOSEPH,MO,64502,BUCHANAN,(816) 387-2300,Psychiatric,Government - State,No,,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0,38.38516302104519,-93.79275002978282,county_approximate
264008,CENTER FOR BEHAVIORAL MEDICINE,1000 E 24TH STREET,KANSAS CITY,MO,64108,JACKSON,(816) 512-7000,Psychiatric,Government - State,No,,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0,38.38516302104519,-93.79275002978282,county_approximate
264010,ST LOUIS FORENSIC TREATMENT CENTER,5400 ARSENAL ST,SAINT LOUIS,MO,63139,ST. LOUIS,(314) 644-8000,Psychiatric,Government - State,No,,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0,38.38516302104519,-93.79275002978282,county_approximate
264012,CENTERPOINTE HOSPITAL,4801 WELDON SPRING PARKWAY,SAINT CHARLES,MO,63304,ST. CHARLES,(636) 441-7300,Psychiatric,Proprietary,No,,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0,38.38516302104519,-93.79275002978282,county_approximate
264020,ROYAL OAKS HOSPITAL,307 N MAIN,WINDSOR,MO,65360,HENRY,(660) 647-2182,Psychiatric,Voluntary non-profit - Private,No,,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0,38.38516302104519,-93.79275002978282,county_approximate
264024,LAKELAND BEHAVIORAL HEALTH SYSTEM,440 S MARKET,SPRINGFIELD,MO,65806,GREENE,(417) 865-5581,Psychiatric,Proprietary,Yes,,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0,38.38516302104519,-93.79275002978282,county_approximate
264031,OSAGE BEACH CENTER FOR BEHAVIORAL HEALTH,840 PASSOVER ROAD,OSAGE BEACH,MO,65065,CAMDEN,(573) 302-0319,Psychiatric,Proprietary,No,,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0,38.38516302104519,-93.79275002978282,county_approximate
264032,CENTERPOINTE HOSPITAL OF COLUMBIA,1201 INTERNATIONAL DRIVE,COLUMBIA,MO,65202,BOONE,(855) 623-7016,Psychiatric,Proprietary,No,,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0,38.38516302104519,-93.79275002978282,county_approximate
264033,PERIMETER BEHAVIORAL HOSPITAL OF SPRINGFIELD,2828 N NATIONAL,SPRINGFIELD,MO,65803,GREENE,(417) 837-4000,Psychiatric,Proprietary,No,,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0,38.38516302104519,-93.79275002978282,county_approximate
264034,SOUTHEAST BEHAVIORAL HOSPITAL,639 SOUTH SILVER SPRINGS ROAD,CAPE GIRARDEAU,MO,63703,CAPE GIRARDEAU,(601) 630-5669,Psychiatric,Proprietary,No,,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0,38.38516302104519,-93.79275002978282,county_approximate
264035,MARYLAND HEIGHTS CENTER FOR BEHAVIORAL HEALTH,11100 AYSHIRE DR,MARYLAND HEIGHTS,MO,63043,ST. LOUIS,(314) 528-2700,Psychiatric,Voluntary non-profit - Other,No,,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,Not Available,Not Available,Not Available,19.0,Not Available,Not Available,19.0,Not Available,Not Available,19.0,38.38516302104519,-93.79275002978282,county_approximate
